FID,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,SHAPE_Length,SHAPE_Area
91,42,003,110600,1400000US42003110600,42003110600,1106,CT,637590,0,0.037547359592337,6.61897620001311e-05
92,42,003,060500,1400000US42003060500,42003060500,605,CT,662686,0,0.0465367205871245,7.07172210001301e-05
93,42,003,070500,1400000US42003070500,42003070500,705,CT,412753,0,0.027271175214567,4.37858139999807e-05
94,42,003,090200,1400000US42003090200,42003090200,902,CT,446355,0,0.0301328005141522,4.80981280000972e-05
95,42,003,190300,1400000US42003190300,42003190300,1903,CT,780870,0,0.0557639044831099,8.11739605000542e-05
96,42,003,141400,1400000US42003141400,42003141400,1414,CT,2049306,88690,0.0763981048473551,0.000230345114000027
97,42,003,261200,1400000US42003261200,42003261200,2612,CT,1054086,0,0.0601599467302518,0.00011444862300024
98,42,003,417100,1400000US42003417100,42003417100,4171,CT,1098641,0,0.0570257841131169,0.000115172883999819
99,42,003,431400,1400000US42003431400,42003431400,4314,CT,687844,0,0.0371539538526691,7.34145174996001e-05
100,42,003,472300,1400000US42003472300,42003472300,4723,CT,342247,0,0.0276641882466358,3.63641230000779e-05
101,42,003,512900,1400000US42003512900,42003512900,5129,CT,489059,0,0.0373410772711515,5.1552715999863e-05
102,42,003,561200,1400000US42003561200,42003561200,5612,CT,397421,0,0.025554199729106,4.22203735000852e-05
103,42,003,980800,1400000US42003980800,42003980800,9808,CT,351287,163997,0.0394311247721217,5.3396043500011e-05
104,42,003,170600,1400000US42003170600,42003170600,1706,CT,835825,0,0.063851581072586,8.95917484997812e-05
105,42,003,191600,1400000US42003191600,42003191600,1916,CT,2422505,0,0.0780404353235148,0.000256039232999763
106,42,003,202200,1400000US42003202200,42003202200,2022,CT,881779,0,0.048691170002496,9.20795420002273e-05
107,42,003,250900,1400000US42003250900,42003250900,2509,CT,643639,0,0.0372515988723094,6.88130939999244e-05
108,42,003,260200,1400000US42003260200,42003260200,2602,CT,1433975,7193,0.0945794300382409,0.000154088920999988
109,42,003,260900,1400000US42003260900,42003260900,2609,CT,812804,0,0.04038932152943,8.8415921499709e-05
110,42,003,261400,1400000US42003261400,42003261400,2614,CT,1211704,0,0.0550249615840625,0.000125832118000297
111,42,003,261500,1400000US42003261500,42003261500,2615,CT,1135926,0,0.0642575538356734,0.000122139188499944
112,42,003,270300,1400000US42003270300,42003270300,2703,CT,593102,0,0.0383809190045337,6.31402445000885e-05
113,42,003,270800,1400000US42003270800,42003270800,2708,CT,1270794,0,0.0552144997121553,0.000135953442500029
114,42,003,281500,1400000US42003281500,42003281500,2815,CT,617106,0,0.0378632652903185,6.42908140001289e-05
115,42,003,290100,1400000US42003290100,42003290100,2901,CT,1266738,0,0.0538520092054446,0.000135816549500022
116,42,003,290200,1400000US42003290200,42003290200,2902,CT,1453893,0,0.0619301286314278,0.000153105398500279
117,42,003,470300,1400000US42003470300,42003470300,4703,CT,3454506,0,0.131582154122256,0.000366941234500118
118,42,003,470502,1400000US42003470502,42003470502,4705.02,CT,1863590,0,0.0947826567915619,0.000199697804000097
119,42,003,473401,1400000US42003473401,42003473401,4734.01,CT,1527654,0,0.0544246601571437,0.000162596009500348
120,42,003,473601,1400000US42003473601,42003473601,4736.01,CT,2077710,0,0.0648398316807408,0.000219853104499955
121,42,003,474202,1400000US42003474202,42003474202,4742.02,CT,8875896,0,0.174606481283324,0.000938934289000158
122,42,003,476100,1400000US42003476100,42003476100,4761,CT,2418576,0,0.13057415375301,0.000255655028500493
123,42,003,477200,1400000US42003477200,42003477200,4772,CT,2900322,0,0.100786705454034,0.000307193434000314
124,42,003,480101,1400000US42003480101,42003480101,4801.01,CT,2295186,0,0.0839453840816979,0.000248857154999922
125,42,003,480200,1400000US42003480200,42003480200,4802,CT,3100761,0,0.111223288678926,0.000326562231000053
126,42,003,484600,1400000US42003484600,42003484600,4846,CT,1214370,0,0.0609674634060935,0.000125105829500437
127,42,003,310200,1400000US42003310200,42003310200,3102,CT,2541954,0,0.0835273601449839,0.000266369145999847
128,42,003,320700,1400000US42003320700,42003320700,3207,CT,1317666,0,0.0671444750333061,0.000136621608500151
129,42,003,401200,1400000US42003401200,42003401200,4012,CT,2618658,346621,0.0799664995161039,0.000314854622999909
130,42,003,407002,1400000US42003407002,42003407002,4070.02,CT,26192622,0,0.276954049148912,0.00279044087300014
131,42,003,412002,1400000US42003412002,42003412002,4120.02,CT,12552771,0,0.183598813861902,0.00133665878099966
132,42,003,413202,1400000US42003413202,42003413202,4132.02,CT,4145544,0,0.12116441797905,0.000440751717500173
133,42,003,414102,1400000US42003414102,42003414102,4141.02,CT,18136882,18582,0.184833874305238,0.00193064465550076
134,42,003,419000,1400000US42003419000,42003419000,4190,CT,15230404,1165654,0.199178380863859,0.00174280717750031
135,42,003,421100,1400000US42003421100,42003421100,4211,CT,8786033,739389,0.185343862011805,0.00101277556150004
136,42,003,426700,1400000US42003426700,42003426700,4267,CT,3748894,0,0.10407564505225,0.000398296536999987
137,42,003,428100,1400000US42003428100,42003428100,4281,CT,919959,0,0.0467691180871879,0.000101285228500118
138,42,003,429600,1400000US42003429600,42003429600,4296,CT,3445435,0,0.112499966079523,0.000369816645500448
139,42,003,430100,1400000US42003430100,42003430100,4301,CT,854749,0,0.0387468284016521,8.98276750001858e-05
140,42,003,432300,1400000US42003432300,42003432300,4323,CT,886334,0,0.0422605248032882,9.40453420000975e-05
141,42,003,445500,1400000US42003445500,42003445500,4455,CT,2588384,355898,0.130775013042393,0.000309354073499596
142,42,003,450700,1400000US42003450700,42003450700,4507,CT,2076129,43697,0.0666886561201343,0.000224107083500199
143,42,003,451101,1400000US42003451101,42003451101,4511.01,CT,7357430,479532,0.192627921204918,0.000833974397000005
144,42,003,455000,1400000US42003455000,42003455000,4550,CT,1215299,0,0.0607669779448323,0.000127681276999766
145,42,003,456003,1400000US42003456003,42003456003,4560.03,CT,31731955,0,0.343502218356264,0.00336395845850097
146,42,003,459202,1400000US42003459202,42003459202,4592.02,CT,195585,0,0.0179045305701879,1.97281905000038e-05
147,42,003,462600,1400000US42003462600,42003462600,4626,CT,1086093,0,0.0515537938626773,0.000115466092000168
148,42,003,464400,1400000US42003464400,42003464400,4644,CT,1727535,163590,0.0619421610745835,0.000200457322000123
149,42,003,040500,1400000US42003040500,42003040500,405,CT,472314,0,0.0320632028640627,5.023105950007e-05
150,42,003,551200,1400000US42003551200,42003551200,5512,CT,1308013,0,0.0553062625739462,0.000139308378499802
151,42,003,551900,1400000US42003551900,42003551900,5519,CT,1810501,400290,0.101028255835854,0.000232966185500002
152,42,003,561500,1400000US42003561500,42003561500,5615,CT,1279279,0,0.0715450698062774,0.00013568210950014
153,42,003,561900,1400000US42003561900,42003561900,5619,CT,1080829,0,0.0500125367480316,0.000115006968999997
154,42,003,562300,1400000US42003562300,42003562300,5623,CT,3116517,276270,0.0781878612372324,0.000358826214500432
155,42,003,562800,1400000US42003562800,42003562800,5628,CT,1775037,0,0.0915627393122139,0.000187924645999881
156,42,003,563100,1400000US42003563100,42003563100,5631,CT,2715483,0,0.102468576289799,0.000290811959000258
157,42,003,040900,1400000US42003040900,42003040900,409,CT,912392,0,0.0585071754084843,9.8198780000063e-05
158,42,003,051100,1400000US42003051100,42003051100,511,CT,190118,0,0.0177877742779283,1.90412080000982e-05
159,42,003,080700,1400000US42003080700,42003080700,807,CT,275058,0,0.023108081039867,2.94580269998807e-05
160,42,003,090100,1400000US42003090100,42003090100,901,CT,672423,146360,0.0380712263238186,8.72984679997181e-05
161,42,003,100500,1400000US42003100500,42003100500,1005,CT,724267,0,0.0371966508498498,7.68439275000835e-05
162,42,003,101800,1400000US42003101800,42003101800,1018,CT,1197152,0,0.0727015294971069,0.000128528606499823
163,42,003,130400,1400000US42003130400,42003130400,1304,CT,475088,0,0.0309768913224158,5.19506770000736e-05
164,42,003,564000,1400000US42003564000,42003564000,5640,CT,42754790,0,0.345439126162386,0.00454052968750032
165,42,003,980600,1400000US42003980600,42003980600,9806,CT,983079,473793,0.0654777158344372,0.000154571729500291
166,42,003,981800,1400000US42003981800,42003981800,9818,CT,1822889,310071,0.066922465158856,0.00022826627349981
167,42,003,140100,1400000US42003140100,42003140100,1401,CT,1465179,0,0.0555949814633981,0.000155713395999842
168,42,003,140600,1400000US42003140600,42003140600,1406,CT,888060,0,0.0535500678466939,9.47466035002178e-05
169,42,003,160800,1400000US42003160800,42003160800,1608,CT,1029321,0,0.0441854480904184,0.000108361582999768
170,42,003,487000,1400000US42003487000,42003487000,4870,CT,2507588,245513,0.0788806686915919,0.000292718314499763
171,42,003,488400,1400000US42003488400,42003488400,4884,CT,3725416,253628,0.104958116359318,0.000424253863499738
172,42,003,488600,1400000US42003488600,42003488600,4886,CT,12634985,226531,0.163325510471089,0.00136289917400042
173,42,003,489002,1400000US42003489002,42003489002,4890.02,CT,3465624,0,0.0880049115515782,0.000363528432000245
174,42,003,490002,1400000US42003490002,42003490002,4900.02,CT,8162674,0,0.12632148941738,0.000866454826500042
175,42,003,491101,1400000US42003491101,42003491101,4911.01,CT,16642184,0,0.205905173264492,0.0017633181024986
176,42,003,491200,1400000US42003491200,42003491200,4912,CT,10338002,0,0.177928831681481,0.00109568333899998
177,42,003,492900,1400000US42003492900,42003492900,4929,CT,1667543,0,0.0592779983592295,0.000178870980000202
178,42,003,495000,1400000US42003495000,42003495000,4950,CT,49062035,2256498,0.336975345936204,0.00542981370299983
179,42,003,496102,1400000US42003496102,42003496102,4961.02,CT,32772300,330085,0.342468144471007,0.00350332851000133
180,42,003,497000,1400000US42003497000,42003497000,4970,CT,12427320,546531,0.199886224802409,0.00137810994600019
181,42,003,498000,1400000US42003498000,42003498000,4980,CT,3704810,146233,0.111594134335659,0.000405792683999985
182,42,003,507000,1400000US42003507000,42003507000,5070,CT,1073824,0,0.054695831073772,0.000115881733499932
183,42,003,510000,1400000US42003510000,42003510000,5100,CT,1004195,0,0.0487165801820981,0.000106715230999964
184,42,003,516100,1400000US42003516100,42003516100,5161,CT,713470,0,0.0362248297080114,7.56754915002889e-05
185,42,003,518001,1400000US42003518001,42003518001,5180.01,CT,2566742,0,0.080786033826428,0.000270922617000053
186,42,003,520001,1400000US42003520001,42003520001,5200.01,CT,4386555,0,0.110195516738627,0.000464217968999909
187,42,003,521500,1400000US42003521500,42003521500,5215,CT,10486185,0,0.165128565220861,0.00111591468549956
188,42,003,523702,1400000US42003523702,42003523702,5237.02,CT,6994622,0,0.163129556960472,0.00074560018800046
189,42,003,525100,1400000US42003525100,42003525100,5251,CT,1361335,0,0.0641899943455893,0.000142776465000007
190,42,003,525300,1400000US42003525300,42003525300,5253,CT,1625043,198506,0.0730254744507225,0.000192081730499983
191,42,003,479000,1400000US42003479000,42003479000,4790,CT,1311099,0,0.0880118063261304,0.000142792085999439
192,42,003,480102,1400000US42003480102,42003480102,4801.02,CT,1693919,0,0.0720217598205644,0.000176314832999911
193,42,003,517000,1400000US42003517000,42003517000,5170,CT,2454860,20299,0.0942650725762373,0.000266180180500371
194,42,003,519000,1400000US42003519000,42003519000,5190,CT,5665162,0,0.147541577807107,0.000599844366500055
195,42,003,520002,1400000US42003520002,42003520002,5200.02,CT,2722528,0,0.110243938577617,0.000294502378999942
196,42,003,521401,1400000US42003521401,42003521401,5214.01,CT,7324096,0,0.149778841685854,0.000774124199999535
197,42,003,551300,1400000US42003551300,42003551300,5513,CT,3944375,29848,0.113012201534086,0.000425474178000487
198,42,003,552100,1400000US42003552100,42003552100,5521,CT,692579,86245,0.0470413801439707,8.28266239997383e-05
199,42,003,560500,1400000US42003560500,42003560500,5605,CT,464658,0,0.0285876431546608,5.00949704998835e-05
200,42,003,561000,1400000US42003561000,42003561000,5610,CT,568258,0,0.0435781774568145,5.71639554998251e-05
201,42,003,561600,1400000US42003561600,42003561600,5616,CT,1573400,0,0.0709263335930495,0.000166934317999695
202,42,003,562000,1400000US42003562000,42003562000,5620,CT,586697,0,0.0456965054922775,6.47797964997424e-05
203,42,003,562500,1400000US42003562500,42003562500,5625,CT,2029314,225010,0.0908907539146658,0.000240847524000198
204,42,003,563000,1400000US42003563000,42003563000,5630,CT,3942599,0,0.114103708069744,0.000413057793999737
205,42,003,563200,1400000US42003563200,42003563200,5632,CT,925196,138471,0.0567234171045282,0.000109312393500203
206,42,003,478200,1400000US42003478200,42003478200,4782,CT,2235529,0,0.0893724154841156,0.000237270411500023
207,42,003,564100,1400000US42003564100,42003564100,5641,CT,2577228,0,0.11173049855797,0.000274313203999835
208,42,003,488200,1400000US42003488200,42003488200,4882,CT,2936295,281625,0.0922979277315396,0.000342027265499872
209,42,003,564400,1400000US42003564400,42003564400,5644,CT,13689710,0,0.194953258539727,0.00144836700050022
210,42,003,564500,1400000US42003564500,42003564500,5645,CT,16329233,596785,0.23493007677261,0.00179445589399973
211,42,003,980500,1400000US42003980500,42003980500,9805,CT,1612453,8798,0.0574415037743845,0.000173522320500155
212,42,003,980900,1400000US42003980900,42003980900,9809,CT,1463996,854869,0.0752857047366857,0.000248329457999894
213,42,003,981000,1400000US42003981000,42003981000,9810,CT,1372534,0,0.0632837042277434,0.00014739310850026
214,42,003,982200,1400000US42003982200,42003982200,9822,CT,505672,0,0.0478115782699317,5.23849574998793e-05
215,42,003,521402,1400000US42003521402,42003521402,5214.02,CT,5726234,0,0.130439368596745,0.000605850942999918
216,42,003,522000,1400000US42003522000,42003522000,5220,CT,1308208,0,0.084522973367955,0.000135436843500185
217,42,003,523200,1400000US42003523200,42003523200,5232,CT,3220291,0,0.0858780511806351,0.000344685982000556
218,42,003,523502,1400000US42003523502,42003523502,5235.02,CT,4719624,0,0.111280977818971,0.000504275155999593
219,42,003,523701,1400000US42003523701,42003523701,5237.01,CT,6549533,0,0.136405300031226,0.000694703250499489
220,42,003,523800,1400000US42003523800,42003523800,5238,CT,4794535,329881,0.114042683989193,0.000547105446000096
221,42,003,525200,1400000US42003525200,42003525200,5252,CT,1126689,273023,0.0502437989812206,0.00014928555049983
222,42,003,526102,1400000US42003526102,42003526102,5261.02,CT,13786316,0,0.177993576540029,0.00146400956050042
223,42,003,526202,1400000US42003526202,42003526202,5262.02,CT,11354679,0,0.205912240001803,0.0012013882590003
224,42,003,550900,1400000US42003550900,42003550900,5509,CT,989680,0,0.0551063522626968,0.000104759073500104
225,42,003,563800,1400000US42003563800,42003563800,5638,CT,15279491,1105922,0.290900730107237,0.00174284231549964
226,42,003,480300,1400000US42003480300,42003480300,4803,CT,2846639,275717,0.168871758261713,0.000333666672500416
227,42,003,484300,1400000US42003484300,42003484300,4843,CT,2227687,229596,0.0940102485240488,0.000261077844000321
228,42,003,484500,1400000US42003484500,42003484500,4845,CT,2508909,0,0.0793908185038254,0.000265539573999694
229,42,003,485000,1400000US42003485000,42003485000,4850,CT,767376,85051,0.055481654581941,9.14152715001128e-05
230,42,003,486800,1400000US42003486800,42003486800,4868,CT,1281316,274120,0.077342434821226,0.000165505003500198
231,42,003,500300,1400000US42003500300,42003500300,5003,CT,2942136,99853,0.073356865848489,0.000325013275999878
232,42,003,508000,1400000US42003508000,42003508000,5080,CT,1110488,0,0.0591080840727615,0.000118488764500308
233,42,003,509400,1400000US42003509400,42003509400,5094,CT,2510395,0,0.0880760204032801,0.000262922469000236
234,42,003,512800,1400000US42003512800,42003512800,5128,CT,2095685,158717,0.0812958354487857,0.000238742661500012
235,42,003,513800,1400000US42003513800,42003513800,5138,CT,1458666,214450,0.0579516741982851,0.000176836616500093
236,42,003,515401,1400000US42003515401,42003515401,5154.01,CT,604921,0,0.0549328403524239,6.2837414500085e-05
237,42,003,422000,1400000US42003422000,42003422000,4220,CT,20373345,21834,0.272619016209523,0.00216564426649966
238,42,003,424000,1400000US42003424000,42003424000,4240,CT,1396350,575884,0.080272208599916,0.000208327890499872
239,42,003,426400,1400000US42003426400,42003426400,4264,CT,3510344,0,0.124703172760353,0.000373921811499614
240,42,003,427000,1400000US42003427000,42003427000,4270,CT,1599934,151831,0.0914843323747754,0.000183477029000136
241,42,003,427200,1400000US42003427200,42003427200,4272,CT,4786085,245409,0.139646905653813,0.000532685676500045
242,42,003,428200,1400000US42003428200,42003428200,4282,CT,4422203,0,0.122413417360759,0.00047287390849985
243,42,003,429100,1400000US42003429100,42003429100,4291,CT,5843386,0,0.138142737249481,0.000616747189999608
244,42,003,429500,1400000US42003429500,42003429500,4295,CT,4117963,0,0.112253959366376,0.000436221695000759
245,42,003,430200,1400000US42003430200,42003430200,4302,CT,1760368,0,0.0733412888514944,0.000189426052500156
246,42,003,431500,1400000US42003431500,42003431500,4315,CT,1001063,294923,0.0638292697264684,0.000136452409999992
